text,abusive_behaviour_score,act_of_terror_score,action_score,afghanistan_score,air_transport_(infrastructures)_score,air_transport_score,algeria_score,alliances_score,anger_score,anxiety_score,armed_attack_(generic)_score,armed_conflict_score,armed_forces_score,arrest_score,arrests_police_custodies_and_detentions_score,arson_score,assassination_score,assault_(general)_score,attacks_on_critical_infrastructures_score,belgium_score,biological_and_chemical_weapons_score,bolivia_score,bombing_score,burkina_faso_score,car_bombing_score,chemical_attack_score,chemistry_score,commitment_score,compassion_score,computer_crime_score,consideration_score,conspiracy_score,counter_terrorism_score,counter_terrorist_attack_score,counterterrorism_operation_score,crime_score,cyber_attack_and_fraud_score,cyber_attack_score,cyber_deception_score,cyber_security_score,damage_score,data_loss_score,death_and_dying_score,defence_score,desire_score,disappointment_score,disaster_and_accident_score,dissent_demonstration_disorders_score,dissolution_score,egypt_score,electricity_production_and_distribution_score,emergency_incident_score,employee_score,environmental_pollution_score,espionage_and_intelligence_score,executive_(government)_score,explosion_score,explosive_score,explosives_score,fire_score,firearms_score,france_score,fraud_score,gang_activity_score,germany_score,hardware_score,hatred_score,homicide_score,ied_and_vbied_score,illicit_drugs_and_controlled_substances_score,injury_score,institution_score,interior_policy_score,international_relations_score,investments_score,iran_score,iraq_score,islam_score,israel_score,job_layoffs_score,judiciary_(system_of_justice)_score,key_groups_score,kidnapping_score,legal_counterterrorism_measures_score,legal_measure_score,libya_score,mass_killings_score,massacre_disaster_accident_fire_score,massacre_score,military_equipment_score,military_infrastructures_score,military_transport_vehicles_score,missile_systems_score,mozambique_score,national_government_score,national_security_score,netherlands_score,niger_score,nigeria_score,offence_score,pakistan_score,parties_and_movements_score,police_operations_score,police_score,political_initiatives_score,politics_score,power_plants_score,pride_score,prison_score,propaganda_and_ideology_score,punishment_score,railway_(infrastructures)_score,rebellions_score,religion_and_belief_score,religious_conflict_score,religious_leader_score,religiously_inspired_terrorism_score,repulsion_score,road_transport_(infrastructures)_score,roadside_bombing_score,russia_score,sadness_score,satisfaction_score,security_measures_score,seizures_and_confiscations_score,shame_score,somalia_score,spirituality_score,stand-off_weapon_score,stress_score,strike_score,success_score,suffering_score,syria_score,terrorism_score,terrorist_attack_on_civilians_and_properties_score,terrorist_attack_on_critical_infrastructures_score,terrorist_attack_on_military_and_police_forces_and_structures_score,terrorist_attack_on_politicians_or_political_or_government_institution_score,terrorist_attack_on_public_building_score,theft_and_robbery_score,theft_score,trust_score,tunisia_score,turkey_score,unconventional_weapons_(ied)_score,united_states_of_america_score,university_score,upper_house_score,war_crime_score,war_score,weaponry_score,weather_score,wmd_score
"With its new system, it is kicking off the instructional process. Following God's assistance in overcoming the most significant problems in the face of commencing the educational process in line with God's law in Islam House. The most significant of them are educational curricula, the construction of an educational system, and the preparation and qualification of teachers to meet the educational process's objectives. To address additional difficulties, such as publishing and disseminating curricula, educational centers have developed States on a day to begin the instructional process in their schools. The Center worked in cooperation with the Services Bureau to rehabilitate schools that need to qualify. Many of its facilities have been renovated. Many roads leading to schools and many names have been changed, particularly those of similar national or national significance with names related with the Islamic nation's heritage (Umma). For example, \""Ar-Raheeq Al-Makhtum\"" school was recalled as the \""Al-taleea\"" school, while the school (Al-Naqqaba) was known as the (The Revolutionaries) School. And the school (Abdullah bin Al-Mubarak), whose name was Abd al-Wahab al-Shawaf. Fifty-three schools changed their names as the number of schools increased. The center also worked on the completion of the separation of males and females. Launching studies at universities was just as important a challenge as Fatah's. schools. The Diwan has restructured the faculties and organized education. So the colleges were divided into Sharia, medical, engineering and exchange science groups. As for the medical group, it collected All its colleges, institutes and preparatory schools under the name (University of Medical Sciences); There were some colleges that teach subjects that are contrary to Islamic law, as the faculties of fine arts, law and the like. Males and females were allowed to enroll to all open colleges equally, with the exception of some sections it does enter only males - as engineering branches - and departments that only females enter, such as midwifery and obstetrics, newly established.
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1810,0,0,0,0,0,1940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1335,0,0,0,0,0,0,0,2320,0,0,0,0,0,0
"So some of them restricted it to particular qualities, claiming that one must be unique in his time even if he becomes a mujahedeen for Allah the Almighty's sake. And they considered that jihad was an imposition for specific individuals without others; yet if we read at Allah the Almighty's book, we will find the discourse to everyone who believes in God; he said Almighty: \""O ye who have believed, fight those who have believed\"".
",0,2280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,4005,0,8010,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,4860,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"Allah the Almighty generalizes the demand of jihad to all Categories of believers so that no one is left with an excuse \""elders and young people\"" and \""rich. \"" and \""poor. \"" In addition, \""working and non-working\""
",0,2280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,4005,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,2430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"On Monday (25/Rabi I), the mujahedeen assassinated two other elements from Taliban militia firing. They were inside a mechanism that they used to ride in District 5 in the city of Jalalabad in when they assassinated an officer in the Pakistani police apostate. in village Mehra, in Peshawar. Praise be to Allah.
",0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,8010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4530,0,0,0,0,0,0,0,0,0,0,0,3000,0,2430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"You are the most powerful if you maintain your beliefs and advocate the course of your jihad. By obeying our Lord's command and following the advice of our Prophet (peace and blessings be upon him). Strangers, you are blessed if you keep fast to your religion. And endeavor to establish your Lord's law. Only from Him will the Almighty assist and reward. So stand up for your country and show your support. Your religion is one of the best. As a result, they realized that everything was in the hands of the Almighty God. And that victory comes solely from the Almighty.
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unbelieving Christians celebrate \""the Nativity of the Lord Christ!\"" every year; and they flood the world with noise, debauchery. Christians are greatly tormented in their faith Disorder, they have not settled on a God and have even deified three gods. It is a condition. It is a sign that their hearts are broken and their tongues are broken. Come on, Jesus was nothing more than a servant of Allah Almighty and a messenger given by God. Christ should be a servant of God, not an angel. He even brags about his devotion of the Almighty, whom he has pronounced and named. The Prophet Isa (peace be upon him) has stated unequivocally that the fate of people who consort with God is to be consumed by fire. Christians and wish them happy polytheistic holidays! And the most criminal of these are the vile advocates who gave them permission to do so! And even welcomed it! A sin against God. And more capable of rewarding themselves by consuming booze, murdering themselves, and committing haram.
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"According to a source, the Caliphate's forces detonated an explosive device on a foot patrol of the rejectionist apostate throng on Sunday (22/Jumada Al-Awwal).
",0,2190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2100,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The so-called \""counter-terrorism\"" and \""intervention\"" with massive searches over the previous two weeks failed. Terrible, and God be praised.
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4005,0,4005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3120,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Four Congolese Army members were slain this week by Caliphate soldiers. In two attacks, they set fire to four of their vehicles.
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Two Congolese soldiers were killed, and four vehicles were destroyed. With the success of God Almighty Caliphate warriors ambush a convoy of Congolese Army Crusader vehicles on Saturday the 21 Jum da Al-Awwal.
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The mujahedeen set fire to four of their trucks before they can safely return to their places. Allah be praised. Six people were killed in an attack on village Christians in Niassa. The Mujahideen destroyed Christian homes within the village and returned to their posts unharmed.
",0,0,0,0,0,0,0,0,0,0,4005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4005,0,8010,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,4860,7635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Egypt and Sinai Province. The Egyptian army of apostasy launched a military attack against the Caliphate's fortifications in the Al-Lfaitat area in the south of Sheikh Zuweid city. By the grace of God, they were able to causing the attacking force loss of life and equipment; there a number of members of the apostate army were killed and two hummer vehicles and two tanks were also damaged.
",0,0,0,0,0,0,0,0,0,0,4005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4005,0,4005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Images of Munitions from the Central African State Information Office's Media Publishing Office Caliphate soldiers were apprehended after confrontations with Shellfish (SADC) militiamen near the Messalo River in Makumiya.
",0,0,0,0,0,0,0,0,0,0,0,0,2790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The caliphate's activities in Khorasan this week resulted in the deaths and injuries of approximately 25 Taliban militia members, as well as the burning of five vehicles and the damage of a sixth mechanism.
",0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2430,0,0,0,0,0,0,0,0,0,0,2430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Caliphate forces detonated an explosive device on the mechanism of the apostate Taliban militia on Thursday (10/Jumada Ath-Th n) in District 4 in the city of Kabul.
",0,2190,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2100,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"And on a Friday, the mujahedeen blew up in Kunar. An explosive device was installed on an automatic Taliban militia. Three bombs in Kabul killed eight Taliban and injured eight more. A second bomb was also exploded on a machine. Another militia from Kabul in district 5, which caused destruction and fatalities. Five people were hurt byt a bomb, following the gathering of militia members in a location known. A third device was detonated by the mujahideen. This resulted in the deaths and injuries of around eight other people. God be praised
",0,0,0,70,0,0,0,0,0,0,1335,0,0,0,0,0,0,0,0,0,0,0,3480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1770,0,0,0,0,0,0,0,0,0,0,0,0,0,1470,4005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5670,1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Throughout the years, infidels and hypocrites attempted to undermine the unity of the Islamic State, divide its ranks, and follow in that all the means of guile and strife, and they were preoccupied for that Huge budgets, but their endeavours failed thanks to Allah the Almighty. \""It should be remembered that these Unified Invasions are the first of their type in modern jihadist history. it was in the hands of the mujahideen. These coordinated invasions have intensified and it was repeated, especially after the proclamation that the infidels will destroy the Islamic state. One of the outcomes of these coordinated assaults is that the Islamic State indicates to all sons of Islam that the path of jihad is open to them, everyone according to his ability and willingness. And the caliphate's blessing is that jihad is now available to all Muslims everywhere, without regard for limits or diameters. And the benefits of these united invasions expand Mujahideen activities on the ground to areas hitherto unexplored. Among them is the attrition of enemy forces and armies as a result of its incapacity to deal with these simultaneous strikes. The Islamic State's cohesiveness has been a phenomenon.
",0,1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2900,0,0,0,5340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2670,0,4290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Attacks by caliphate soldiers occurred in the Central African state. It slaughtered 16 Christians and two Congolese troops last week, and set fire to their houses and goods. With a series of successive attacks by the Mujahideen on villages and Christian populations in the areas of Beni and Ituri, in eastern Congo.
",0,0,0,0,0,0,0,0,0,0,0,0,2310,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4005,4005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4005,0,4005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6435,1200,0,4005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Muslims' Caliph and the Believers May God bless you, Sheikh Mujahid Abi Al-Hassan Al-Hashimi Al-Qurashi - may God rescue him - and we tell you, May God bless you, your Jihad, your listening, and your obedience, it warmed our chests, healed it, outraged the enemy's hearts, and disgraced it.
",0,2280,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3120,0,0,0,4005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Is it possible that not everyone is aware that the House of Jerusalem will only be opened once? Politicians are slaves in the hands of tyrants and their minions. Their projects alter according to what their employers dictate, but what is constant for them is their hatred of Islam and Muslims, as well as their battle against the monotheistic servants of God! Because God loves the men of the Islamic state, they exposed their flaws and lies, showing the public their labor and infidelity, and that they are puppets controlled by the Crusaders and Jews. We recommend you, and we stress on you, and we ask you by God the Almighty not to eat, and do not grow tired of relentlessly deconstructing the families of your brothers and sisters wherever they were! And not a day goes by without you plotting and preparing to release their family, either with weapons or by virtue, do not despair and spare no effort to begin and deprive them of He wounds them and assaults them in their homes, so they let him go. To those who have been away from the battlefield of jihad for a while: the people of suffering and hardship from every cost of war. Who, with their fortunate operations, made Europe dizzy, as well as America and many Crusader countries, and stopped them on one leg in constant alert! There is a trace of a mujahedeen hero there for the infidels.
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1520,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2145,0,0,0,0,0,0,0,0,1335,0,1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"\""Those who have received God's benefits and all God has done for them in this world and the next, and who have been subjected to humiliating torture [Parties:57]. Torture is being inflicted on them. Pride has been written by Allah the Almighty for himself, his messenger, and the believers. And there is no pride for Muslims today unless they engage in jihad and fight for Allah the Almighty. People have abandoned the road of jihad.
",4560,4560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5070,0,0,0,4005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4860,0,0,0,9510,0,4005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3120,0,0,0,0
"A private source reported Al-Naba that the caliphate's soldiers were targeted with a grenade on Tuesday (41/Dhul-Qa'da) at the home of a Somali government official The apostate, in the area of Taleh, in the capital Mogadishu. And they added damage to it. God be praised.
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
